lane,detection,light,sign
0.070276022,0.009158373,0.028199673,0.037091255
0.074402809,0.009427309,0.022534132,0.037003994
0.076415062,0.009446383,0.027481556,0.037268877
0.075886011,0.008649111,0.026113033,0.037291527
0.076378107,0.009397268,0.022869825,0.037120342
0.074156284,0.009370089,0.025390387,0.037292957
0.073778152,0.009399414,0.023255348,0.037255526
0.075722218,0.00828743,0.023531199,0.03735137
0.074753523,0.009041786,0.023180246,0.037522554
0.075873375,0.009072781,0.028178453,0.037103415
0.072743893,0.008653164,0.023998499,0.037432671
0.074379683,0.008668661,0.023996115,0.0375669
0.074493408,0.009405375,0.019704103,0.038065434
0.074010849,0.009409189,0.02616787,0.037310362
0.074234247,0.009411335,0.023952246,0.037507772
0.075073004,0.009391546,0.024080515,0.037618637
0.076170683,0.009379387,0.025417805,0.037580252
0.075669289,0.00868845,0.023797512,0.03732276
0.078855038,0.009036303,0.024323463,0.037873268
0.07752943,0.008663893,0.023806572,0.037489414
0.07418108,0.008679867,0.022376776,0.037640333
0.07624507,0.009433985,0.025113583,0.03749156
0.074033022,0.009391785,0.023976088,0.037661314
0.075482368,0.009459019,0.023736,0.037493706
0.073561192,0.008675575,0.022373438,0.037766933
0.076721907,0.008663654,0.024172306,0.038052797
0.076036453,0.008292437,0.026609421,0.037572384
0.076776505,0.009408236,0.023407459,0.038853168
0.074129105,0.009051323,0.023225546,0.037611008
0.08383441,0.008306265,0.0232234,0.038197756
0.074884892,0.009059906,0.023275852,0.037851334
0.074057102,0.00863409,0.027339935,0.038066626
0.075357676,0.009371519,0.02411294,0.037873983
0.074453115,0.009432554,0.024475336,0.038190603
0.078006983,0.009424686,0.030443192,0.052108526
0.074734926,0.009389639,0.025165081,0.043305159
0.07051897,0.009440422,0.026272058,0.039158106
0.075098038,0.008679152,0.023829937,0.046012878
0.073491096,0.009428024,0.02214694,0.049159527
0.069036484,0.008672714,0.028206825,0.048827648
0.075257301,0.00941968,0.027013302,0.040846586
0.07164216,0.008654356,0.027697563,0.037891626
0.072101355,0.009094,0.022204161,0.037858486
0.074151039,0.009383678,0.026208401,0.037527561
0.072277784,0.008689165,0.023481369,0.037721872
0.07573843,0.008625031,0.023654222,0.037721395
0.076973677,0.008999348,0.023454666,0.038085222
0.074656248,0.009446859,0.023412466,0.03773737
0.076422691,0.009394646,0.025465727,0.037803173
0.076002598,0.009414673,0.026575327,0.04467535
0.075410843,0.008705139,0.023039579,0.038262606
0.075182676,0.009050131,0.023405552,0.039417744
0.070928097,0.008684397,0.027040005,0.038243294
0.076323509,0.009416103,0.023614883,0.038269043
0.073716402,0.008693457,0.023704529,0.038486004
0.07659626,0.009384871,0.026496649,0.038427114
0.076237679,0.008665562,0.029078722,0.038482904
0.073078871,0.008678198,0.024405241,0.038800955
0.076284647,0.0090096,0.023867369,0.038692713
0.071331263,0.00901866,0.02252841,0.03877306
0.075538874,0.009041548,0.023693085,0.038694143
0.070219755,0.009423018,0.02859664,0.038597822
0.076800108,0.008685827,0.023543835,0.038892031
0.074084044,0.008297205,0.023769855,0.038714886
0.076528311,0.009391785,0.027013063,0.038781166
0.07084012,0.009577036,0.023860931,0.03862524
0.081780672,0.009382725,0.028401375,0.038836241
0.077423573,0.009047747,0.024063587,0.038984537
0.075536489,0.008684874,0.023992777,0.038792133
0.074172497,0.008279085,0.023612499,0.038709402
0.077256441,0.009433985,0.02187705,0.03877306
0.076478481,0.009396315,0.022411823,0.038954258
0.066413403,0.009416819,0.022307158,0.039241076
0.070219755,0.008310318,0.026285648,0.039165258
0.076366901,0.009090424,0.027869225,0.039024591
0.075781584,0.00940752,0.026141882,0.039106846
0.075729132,0.008673668,0.021836996,0.038972378
0.074314594,0.009413004,0.023039818,0.039318323
0.077327013,0.009620905,0.022783756,0.039192915
0.074913263,0.009425163,0.028038025,0.039120674
0.073252201,0.008318424,0.0189991,0.039382458
0.071025848,0.009398222,0.029051542,0.039761782
0.075029612,0.008677483,0.023097038,0.039141655
0.076194048,0.00946784,0.020939112,0.039289474
0.074508667,0.009447575,0.024824142,0.039573193
0.076657534,0.008729935,0.022907495,0.0391469
0.0742414,0.009420633,0.026710987,0.03939271
0.073710203,0.009470224,0.021242619,0.039140701
0.074985504,0.009498119,0.024109364,0.039425611
0.074936867,0.009083271,0.024065733,0.039977551
0.07536602,0.009397745,0.023579121,0.039587021
0.074517965,0.008324862,0.028613329,0.039461136
0.076887846,0.009389639,0.023032665,0.039614201
0.075385094,0.009383917,0.02855444,0.039400578
0.077831268,0.008664846,0.027317524,0.039473772
0.073100567,0.008316517,0.023047447,0.039564848
0.08067894,0.00937295,0.027473688,0.039379597
0.074421883,0.008688927,0.025958538,0.039795637
0.075044632,0.009425879,0.025982857,0.039821625
0.074203968,0.009361982,0.023387432,0.039515495
0.073334455,0.009377956,0.026787996,0.039587021
0.072172403,0.009385109,0.022635698,0.039879799
0.075529575,0.009021521,0.025058985,0.03956604
0.074298859,0.009384632,0.027189493,0.039551258
0.074280739,0.009425163,0.025126457,0.039683342
0.076481342,0.009413242,0.024740696,0.039546728
0.071999073,0.009024858,0.0244596,0.040298223
0.076822281,0.009078979,0.026640654,0.039838552
0.076426268,0.009447813,0.027079105,0.039639711
0.079290152,0.009433985,0.029448509,0.039938211
0.0745368,0.009390831,0.028214216,0.039971828
0.074818373,0.009427547,0.024301767,0.039768934
0.07649231,0.009379625,0.024133444,0.040042639
0.075686932,0.008287907,0.028186083,0.039959431
0.074524403,0.008677483,0.027869463,0.039856434
0.076915503,0.009028196,0.023721933,0.040033817
0.074924946,0.009385109,0.023483753,0.040188789
0.079114676,0.009387016,0.023670197,0.040937185
0.071988821,0.008307457,0.023815632,0.040623665
0.077731609,0.008682013,0.02176857,0.040293455
0.07294631,0.008660793,0.023727894,0.04707551
0.077460051,0.008626699,0.023520947,0.040322065
0.069986343,0.008647919,0.023504496,0.040198326
0.073899746,0.008722544,0.027729988,0.040367842
0.075667381,0.00864768,0.023541689,0.040154934
0.074203491,0.009441853,0.029006958,0.040225744
0.076496363,0.009057999,0.027850866,0.040439844
0.077854872,0.009091854,0.024458647,0.040417671
0.074406624,0.008751869,0.028468132,0.040464401
0.075386286,0.009402037,0.020423174,0.040202141
0.073692322,0.009374142,0.02776289,0.040225744
0.074839592,0.008315086,0.024418831,0.040178776
0.076059818,0.009366512,0.024184942,0.040430546
0.07565999,0.008447647,0.024334908,0.040556669
0.076387644,0.00867033,0.028784752,0.046503305
0.076047897,0.008640766,0.026474714,0.040867567
0.076100588,0.008294344,0.024288893,0.040529251
0.071753979,0.009119511,0.026905775,0.040865421
0.074457407,0.008305311,0.02251792,0.041172981
0.076684713,0.008678675,0.025141239,0.041119814
0.078367233,0.008721113,0.023995638,0.040655613
0.075284243,0.00949955,0.023953915,0.040753365
0.071489096,0.008685589,0.028493404,0.040738583
0.074910402,0.008308411,0.026415825,0.040729523
0.071236134,0.008318186,0.027432442,0.04066062
0.074604273,0.009375334,0.026975155,0.041106701
0.075136662,0.009443045,0.027270317,0.055195808
0.075239658,0.008651018,0.024384022,0.050843716
0.076355457,0.009424925,0.023845911,0.048664093
0.072340965,0.008676767,0.023743868,0.057212591
0.074427366,0.009409428,0.028747082,0.052533865
0.075388193,0.009434938,0.028291941,0.048206091
0.074894905,0.009431601,0.028133392,0.04199481
0.075923681,0.009400606,0.024198532,0.040668488
0.073882818,0.009031057,0.023972273,0.040578127
0.072483778,0.009348631,0.023750782,0.040643454
0.078352928,0.009391785,0.023519039,0.041322231
0.074926853,0.008688927,0.026763201,0.040384054
0.073828459,0.009024143,0.019301653,0.040649176
0.071782589,0.008702993,0.023629665,0.040647984
0.070739031,0.009112835,0.02677989,0.04021883
0.07591176,0.00901103,0.023630619,0.040538311
0.075482845,0.008684397,0.023857117,0.04230094
0.074198723,0.009120226,0.02657485,0.041468382
0.075711966,0.009587049,0.023597717,0.040486336
0.07101202,0.008642912,0.023215771,0.04056859
0.076395273,0.009408474,0.023937464,0.040450096
0.071778297,0.009401798,0.028825283,0.04082346
0.074198723,0.009515524,0.024055958,0.040685654
0.075988293,0.008686066,0.024146795,0.040614367
0.075016499,0.008639574,0.024327278,0.040508747
0.072527885,0.009422064,0.025169134,0.040041208
0.075278759,0.009442568,0.029938221,0.040713072
0.070105076,0.0093894,0.024160147,0.040817976
0.071431398,0.008316755,0.024071932,0.041031122
0.072577238,0.009415388,0.026791096,0.040747881
0.073508978,0.009456873,0.026871443,0.040778637
0.074275255,0.00903821,0.02449894,0.040805101
0.069844484,0.008686304,0.02382803,0.04051137
0.0744555,0.008323193,0.024872541,0.040602922
0.075497627,0.008651257,0.024016619,0.04101038
0.074270725,0.009002447,0.027970791,0.041243076
0.076527596,0.00868988,0.02385807,0.041376829
0.078274727,0.009429693,0.023896933,0.042194128
0.073669195,0.009361029,0.023470402,0.042487144
0.074567318,0.009438038,0.024697065,0.041131735
0.078027964,0.008683205,0.022594213,0.04043889
0.074923754,0.008685827,0.022676229,0.041435957
0.069980383,0.009436846,0.025053501,0.042586565
0.074470043,0.009428024,0.024102211,0.04109478
0.073728561,0.009482384,0.023933411,0.041465998
0.075517178,0.008663654,0.022235155,0.041630745
0.081278563,0.00945425,0.023818731,0.041267872
0.075538874,0.008339882,0.025618076,0.041778564
0.075430155,0.009419918,0.024585247,0.041691542
0.078320026,0.009427309,0.029277325,0.042109489
0.075619459,0.009420156,0.024205923,0.041277409
0.073710918,0.008705616,0.02410841,0.043075085
0.074399471,0.008293152,0.027269602,0.04156065
0.073481798,0.009083986,0.024224281,0.041728973
0.072902679,0.009440184,0.024116516,0.041716337
0.073270321,0.009421587,0.028548956,0.041527271
0.071280479,0.008667231,0.025668144,0.041815281
0.075103045,0.008743763,0.028172731,0.041373491
0.070646524,0.009420395,0.029582977,0.042336226
0.073100805,0.008298874,0.024318695,0.04323554
0.075655699,0.009414196,0.024157763,0.041769743
0.075902462,0.009426117,0.023959875,0.041420221
0.075109959,0.009101629,0.024977207,0.041688442
0.073944569,0.008295774,0.024371386,0.041568041
0.077874184,0.009388208,0.025196791,0.041475058
0.075191259,0.009035587,0.026275635,0.042076349
0.075125456,0.009388924,0.023742437,0.041675806
0.076347589,0.009431839,0.021789074,0.043313503
0.073652983,0.009052753,0.027103662,0.042093515
0.074580193,0.009398222,0.023846626,0.041813612
0.073988199,0.009043455,0.024006605,0.042073727
0.075451136,0.009052038,0.024166346,0.042200089
0.074421406,0.008662701,0.024215221,0.043494225
0.074276686,0.009397268,0.026592255,0.043241501
0.07591629,0.009047508,0.027602673,0.041705847
0.072379589,0.009436369,0.025561333,0.041887283
0.078359127,0.008667946,0.024155378,0.042551279
0.070995569,0.00939393,0.021768093,0.042125702
0.076682091,0.009095907,0.023042202,0.042344809
0.07586813,0.009402037,0.02797389,0.042034864
0.070059299,0.009400606,0.024234056,0.04369688
0.072063446,0.009404659,0.024048805,0.04250741
0.076556921,0.009080887,0.027126551,0.042565107
0.073421955,0.009358883,0.024849653,0.042696238
0.076450825,0.008707523,0.021983862,0.042120695
0.075771093,0.009456873,0.02413249,0.042726278
0.071083069,0.008721828,0.023842812,0.044148445
0.076403618,0.00864768,0.023475647,0.0437603
0.070098877,0.008783579,0.023830891,0.042284727
0.075853109,0.009397984,0.025055885,0.042368174
0.076915503,0.009556055,0.01994729,0.042303324
0.074722528,0.009092808,0.027779341,0.042838812
0.074158192,0.009415627,0.024442911,0.044209719
0.075585842,0.009441853,0.028210163,0.043952227
0.072979927,0.008673906,0.023935795,0.042981386
0.075402498,0.008615971,0.029125452,0.043927431
0.074505329,0.00938797,0.024163008,0.044290781
0.07324934,0.009425163,0.024119854,0.044187307
0.07598567,0.009570837,0.024090528,0.043389797
0.071101189,0.009078264,0.028175116,0.044274569
0.07583189,0.008712769,0.021079063,0.042933226
0.076250315,0.009432793,0.027802944,0.059954643
0.075610161,0.009434223,0.023021698,0.055528164
0.075583935,0.008713961,0.028425455,0.057493448
0.074363708,0.009398937,0.023058891,0.056014061
0.075581789,0.009407043,0.028726816,0.048152208
0.074262381,0.008666039,0.023866415,0.044437647
0.076636553,0.008301258,0.025497437,0.043605804
0.07603693,0.008646727,0.023915768,0.043521881
0.071566105,0.009391308,0.022108793,0.043408394
0.075389862,0.008682728,0.025512218,0.043465853
0.071218014,0.009406567,0.023597717,0.043647289
0.075564146,0.00834465,0.023986578,0.04360342
0.075533628,0.009444952,0.027253866,0.043119669
0.076103687,0.008304119,0.027285099,0.043656111
0.076407671,0.009389877,0.027555227,0.043777466
0.075021029,0.009442329,0.027524471,0.043683529
0.07011652,0.008738756,0.024394274,0.043672562
0.070972919,0.009384632,0.023938656,0.044008732
0.076783419,0.00904727,0.027242899,0.043787956
0.077283621,0.008684158,0.024552107,0.043921471
0.07595849,0.009525061,0.02720046,0.043735504
0.079749584,0.009022474,0.026949644,0.043824673
0.07535553,0.009094477,0.02682209,0.04408884
0.075320721,0.008687735,0.026560545,0.044107437
0.074305296,0.00942874,0.023896456,0.044005394
0.07352829,0.009066105,0.01965189,0.043939829
0.075436592,0.008688927,0.024021626,0.045451164
0.076934576,0.009056091,0.024383307,0.043863058
0.075989008,0.009052992,0.026504993,0.04431963
0.074254036,0.008646727,0.023888826,0.043975353
0.079461575,0.009403467,0.022891998,0.044403791
0.073332548,0.009395838,0.028203726,0.059060097
0.070809603,0.009421349,0.023985863,0.05583477
0.079459429,0.008681297,0.021674156,0.050671816
0.072497845,0.009403467,0.026894331,0.044793844
0.075719833,0.009416103,0.023613691,0.044136047
0.074951649,0.008315325,0.025452137,0.04358077
0.075649261,0.008661747,0.023301125,0.043314934
0.074114084,0.008679152,0.023251534,0.043907881
0.073440313,0.009433031,0.026545286,0.045954466
0.075465202,0.00842309,0.022270441,0.043745279
0.074877501,0.008301973,0.026886225,0.043382645
0.080960512,0.008688927,0.021274567,0.043343067
0.074798107,0.009432316,0.021428823,0.04373765
0.073698282,0.008634806,0.022045135,0.043649912
0.07686758,0.009366035,0.023703337,0.044118404
0.07447648,0.009418249,0.027625799,0.044302225
0.072510242,0.00940609,0.026224136,0.044161081
0.076059341,0.009395838,0.027181149,0.044110775
0.071431398,0.009058237,0.027758598,0.044190407
0.078004837,0.00945878,0.022212505,0.043960333
0.076544046,0.009065628,0.02389431,0.043827772
0.075886011,0.00910306,0.023195505,0.043847322
0.076222897,0.009149075,0.019114017,0.044071674
0.07211113,0.00946331,0.02592659,0.044120312
0.072441578,0.009427309,0.025232792,0.044167995
0.077406406,0.009440899,0.023296118,0.060519218
0.075391531,0.009013891,0.023794174,0.056065321
0.077818155,0.008643627,0.027135611,0.051835775
0.076311827,0.008643389,0.023328543,0.045456648
0.077248812,0.008657217,0.025471449,0.044175863
0.071809053,0.009331942,0.023670673,0.057776451
0.076042891,0.009387255,0.027195692,0.056531429
0.071552753,0.009430647,0.023444653,0.05654335
0.075524569,0.008606911,0.027783871,0.056785822
0.071581364,0.009383917,0.023889542,0.052588463
0.077930212,0.009434223,0.024693966,0.045631886
0.075293541,0.009080887,0.023971319,0.04440856
0.073366642,0.008290291,0.028151512,0.045745611
0.077418804,0.009024858,0.023578644,0.044683933
0.079625607,0.008652925,0.023968697,0.044411421
0.074397802,0.009397745,0.023341179,0.04418087
0.075842381,0.009006023,0.022793531,0.044667006
0.076813221,0.009398222,0.023434162,0.044790506
0.075477362,0.009348154,0.028559923,0.045196295
0.07540679,0.008676529,0.023652077,0.045180082
0.075633526,0.008613586,0.024234772,0.044487238
0.071261168,0.008615017,0.028342009,0.044826031
0.07712245,0.009427071,0.026771545,0.044409752
0.076432467,0.009076357,0.025326014,0.045534134
0.075889587,0.009425163,0.02401638,0.04518652
0.074590921,0.009431124,0.023207188,0.044760704
0.07570076,0.009399176,0.024466276,0.045001268
0.073482037,0.008989811,0.026619911,0.045151949
0.076071501,0.008281469,0.023485661,0.044825077
0.07506156,0.009005547,0.023542166,0.045257568
0.076839924,0.00827527,0.023420334,0.045020819
0.077852488,0.00867486,0.024353027,0.044830799
0.075302839,0.009021282,0.019808769,0.045151234
0.075847149,0.009412527,0.023545504,0.045250654
0.072239399,0.009400845,0.022758484,0.045117378
0.076447487,0.009030581,0.027377605,0.045576096
0.076555252,0.009438753,0.0237813,0.045044422
0.071805239,0.008718491,0.026961803,0.044816256
0.076192379,0.009418488,0.028579235,0.045308352
0.072327137,0.00869751,0.023193598,0.045205593
0.075325012,0.009383678,0.022073746,0.045135736
0.077137232,0.009025574,0.020822525,0.045240879
0.076645136,0.009369612,0.023817301,0.045101881
0.076922417,0.008682728,0.02739501,0.045247316
0.078889847,0.009402514,0.022996187,0.045499802
0.075521946,0.009049892,0.026186705,0.045383215
0.075165033,0.009068251,0.023863077,0.045442581
0.076676846,0.009024858,0.023845196,0.045678377
0.076936483,0.009382248,0.023903608,0.045253038
0.073970556,0.009944439,0.022313356,0.045209169
0.077872753,0.009458303,0.023721933,0.045508385
0.075089216,0.008652925,0.023770332,0.045530081
0.07745266,0.009414673,0.026530743,0.04565835
0.071172476,0.00907135,0.022022009,0.045572758
0.077940941,0.008668423,0.023714542,0.045548916
0.075824499,0.008677006,0.022643328,0.04531312
0.078151464,0.008686781,0.023733854,0.046514988
0.075668812,0.009417057,0.02324152,0.04527545
0.074476004,0.009424925,0.02114439,0.045687437
0.076687336,0.00864315,0.025162458,0.045742989
0.079538345,0.009358644,0.022829056,0.045713902
0.074855328,0.008660078,0.026053905,0.045950651
0.075308084,0.009409189,0.023286104,0.046050787
0.07675004,0.00865674,0.025837421,0.046079159
0.077397823,0.009037018,0.025330782,0.046062708
0.075931549,0.009417057,0.023024082,0.046178341
0.075039387,0.008312941,0.027937651,0.04611659
0.07571888,0.008691311,0.026683092,0.046246529
0.076008081,0.009348869,0.023958445,0.045783281
0.07571888,0.009028912,0.023497343,0.045860529
0.075848579,0.00867939,0.026719093,0.045910597
0.074216604,0.009034157,0.023305655,0.046200514
0.073453903,0.008672953,0.024060726,0.04612875
0.073737383,0.008682966,0.023890972,0.046428919
0.07348752,0.009037971,0.024500608,0.04617238
0.07696104,0.009362459,0.024213791,0.046184063
0.076353312,0.009430647,0.028577566,0.046397686
0.073658705,0.009451866,0.022135019,0.046064138
0.076179743,0.00940156,0.025831699,0.047353983
0.077627897,0.008672953,0.023979902,0.04667592
0.071877241,0.008701563,0.025153875,0.046263695
0.076836109,0.008668423,0.021633148,0.046258688
0.075589657,0.009438038,0.023488998,0.046410322
0.071143866,0.009382248,0.023803473,0.046430349
0.074553728,0.009417534,0.027059078,0.046293497
0.070541382,0.00939703,0.026504517,0.046627045
0.074849367,0.00942874,0.02411437,0.046242952
0.079785347,0.008697987,0.023968935,0.046954632
0.077247381,0.009083748,0.02643013,0.046259642
0.075169563,0.008658886,0.024245024,0.047320604
0.077085018,0.009366751,0.023677588,0.04654932
0.073367119,0.008287191,0.026439667,0.046494246
0.070836544,0.00865531,0.024785995,0.046483994
0.076241493,0.009362936,0.027231693,0.046351433
0.07395649,0.009373426,0.024751425,0.046776533
0.074799776,0.009391069,0.024621248,0.047265768
0.073969603,0.009007931,0.024255276,0.046887398
0.069999218,0.009413481,0.027241707,0.046452761
0.07735467,0.008677721,0.02664876,0.046731234
0.074252844,0.008291245,0.024446726,0.046550035
0.071130037,0.008668661,0.025553226,0.046845913
0.075497389,0.008377075,0.024224281,0.046684027
0.074507952,0.00832057,0.024047613,0.046811104
0.075934887,0.008666515,0.024664164,0.04699254
0.076070547,0.010556698,0.027484655,0.046758413
0.074837923,0.009094,0.02411747,0.046936989
0.074724197,0.009458303,0.024166584,0.046784878
0.076369762,0.009394407,0.026665688,0.047092676
0.077834606,0.009402037,0.022500038,0.047503948
0.074748755,0.009415865,0.024279356,0.04685235
0.074620962,0.009048462,0.027407169,0.046937466
0.075191021,0.008635044,0.028379202,0.04723835
0.076920748,0.009410858,0.028468609,0.04696846
0.077241898,0.009025097,0.023984432,0.047297001
0.072308779,0.009394407,0.024236679,0.049940109
0.075571537,0.009433746,0.024416924,0.047014236
0.076102018,0.009418011,0.024163723,0.046785831
0.07711792,0.009410143,0.027961969,0.047433138
0.075224161,0.009060383,0.024008989,0.047745228
0.076152086,0.008798122,0.026178598,0.04756546
0.075258732,0.00941205,0.02352953,0.047955751
0.074973106,0.009040356,0.023864031,0.047461748
0.079921961,0.009079695,0.024827957,0.047790289
0.07403636,0.009057999,0.023939133,0.047354937
0.077148438,0.009418726,0.02326107,0.047686338
0.076328516,0.009027004,0.029240608,0.047218561
0.07299614,0.008640051,0.024444342,0.047570467
0.073753357,0.009421587,0.024068356,0.047922373
0.07570672,0.008328199,0.024548292,0.048890352
0.071316957,0.009412289,0.024171352,0.047796488
0.070419312,0.009355068,0.027831554,0.047740221
0.074838161,0.009420633,0.02359128,0.047777653
0.075466394,0.009457588,0.02649188,0.047842979
0.074862719,0.009436131,0.025973797,0.047394037
0.070984602,0.009043455,0.023375988,0.047693968
0.076071501,0.009426117,0.022288084,0.04787755
0.073060751,0.008310556,0.024243116,0.047665358
0.073243141,0.009349346,0.027227879,0.049740314
0.070650816,0.008698463,0.024047136,0.047996283
0.07145977,0.009416342,0.023972511,0.048537493
0.073642731,0.009443045,0.024163485,0.047973156
0.07708931,0.008682013,0.023743391,0.047736645
0.075553894,0.008653641,0.0241189,0.04826808
0.075469017,0.009385347,0.027051926,0.048250914
0.075056314,0.009367466,0.022736311,0.04898572
0.073780775,0.008638859,0.026284456,0.048108339
0.076022148,0.009437323,0.020347595,0.048147917
0.074504852,0.009373188,0.022283316,0.048229456
0.078230858,0.009394169,0.026717663,0.048204899
0.076590061,0.009047508,0.0238626,0.047987938
0.072925806,0.009393215,0.026540041,0.048423767
0.076454878,0.009388685,0.026544094,0.048431158
0.073189497,0.009400606,0.024089098,0.048392057
0.076719761,0.008637667,0.023960114,0.048397303
0.072854757,0.008659601,0.023833513,0.048134804
0.075010538,0.009404182,0.023787737,0.048254251
0.074224949,0.009437799,0.023887396,0.048199415
0.075577974,0.009432316,0.0236063,0.04863739
0.075686216,0.009110928,0.023717403,0.048703909
0.076465368,0.008681297,0.023822069,0.048308372
0.075407505,0.00943923,0.023061275,0.048177958
0.070034742,0.008694649,0.022814512,0.048678875
0.075485468,0.009370804,0.023489714,0.048588276
0.073203802,0.009480715,0.021277428,0.066028357
0.076537132,0.009084463,0.024163246,0.066667318
0.075276136,0.009380102,0.024506807,0.064786196
0.070525885,0.009438515,0.028652668,0.064791679
0.075212955,0.009432316,0.026075125,0.053649664
0.071333885,0.008674145,0.024454832,0.051047802
0.071979046,0.008642912,0.024394751,0.05060029
0.075096607,0.008660793,0.023989677,0.050988913
0.075440645,0.009039164,0.024232626,0.051218748
0.074148655,0.009933949,0.024633884,0.05053997
0.076242208,0.008363008,0.023807764,0.051087379
0.075837612,0.008690357,0.022694111,0.050627708
0.075806141,0.009460449,0.023659706,0.051257133
0.071127653,0.009394646,0.024084091,0.05079627
0.074978352,0.008662701,0.022433281,0.051378012
0.069326639,0.009403229,0.027054787,0.058090925
0.073613644,0.008700848,0.023762703,0.050622225
0.076271534,0.009421587,0.026671648,0.049136639
0.073083401,0.009446144,0.019366026,0.048848629
0.073101044,0.009428263,0.019554615,0.04914403
0.074095249,0.008714199,0.027449131,0.049113035
0.070669651,0.009405851,0.023361921,0.04905057
0.073517323,0.008649111,0.023130417,0.049266338
0.072057962,0.009412766,0.023391962,0.048906088
0.075560808,0.009404659,0.0283494,0.050173998
0.071240902,0.009402275,0.022806644,0.04980731
0.075529099,0.009371996,0.022652149,0.049208164
0.074282408,0.009399891,0.023530722,0.04933691
0.071117163,0.009419203,0.021322727,0.049264669
0.076583624,0.008618593,0.024141073,0.04938364
0.078555822,0.008660555,0.02340579,0.049094915
0.076570272,0.009425879,0.022525787,0.049729347
0.075848579,0.008317232,0.025901794,0.049447298
0.071611404,0.009019136,0.021641016,0.049677372
0.077084303,0.009411335,0.023080349,0.049219608
0.07542634,0.009398222,0.022810221,0.049619198
0.076519251,0.009381056,0.0276196,0.049818993
0.075147629,0.008686781,0.02590251,0.050492048
0.075957537,0.008329391,0.022429943,0.049936533
0.074375153,0.009019375,0.023473501,0.049637318
0.072847605,0.00826478,0.023313046,0.050549984
0.07646966,0.009051085,0.024875402,0.049587965
0.075663328,0.009420395,0.027412653,0.049968719
0.081902742,0.009398937,0.023185015,0.049526691
0.079008579,0.008706093,0.022790909,0.049808025
0.071988583,0.009379148,0.024089575,0.049858093
0.072757244,0.009446144,0.026741982,0.050379038
0.074979544,0.008712053,0.022715569,0.050696135
0.074836016,0.008637667,0.0273633,0.050008535
0.072911978,0.009027243,0.024688721,0.049642563
0.075177193,0.009395123,0.024295568,0.049759626
0.07585144,0.009374142,0.022821426,0.049800158
0.075164795,0.008682489,0.02410984,0.051382065
0.074912548,0.009025574,0.023762465,0.051926136
0.07619524,0.009378433,0.022116184,0.051621437
0.07737875,0.009384871,0.023919821,0.050341845
0.076341867,0.008668423,0.027124882,0.049870491
0.077073336,0.00868392,0.023910284,0.050684929
0.075144291,0.008667469,0.024365902,0.050005913
0.075039148,0.009396791,0.025989294,0.050059795
0.069545746,0.009343863,0.028523207,0.050703764
0.07060504,0.008286715,0.024615288,0.050353527
0.075403929,0.008605957,0.02696228,0.050440311
0.07536602,0.008676529,0.020905495,0.050190926
0.076442242,0.009033203,0.02502656,0.050140381
0.076224327,0.009420156,0.024802208,0.050412893
0.075198174,0.009419203,0.027085543,0.050110579
0.077711582,0.008637905,0.028028488,0.050184011
0.07074213,0.009052753,0.022025585,0.050429344
0.074981213,0.009402275,0.024072647,0.05053854
0.074459314,0.00938797,0.023841619,0.050225496
0.073956013,0.009039164,0.023193836,0.051311255
0.074181318,0.00830102,0.02404952,0.050307274
0.074345112,0.008701324,0.02305007,0.050457716
0.072659492,0.00903821,0.019868135,0.050925016
0.076551437,0.008682251,0.022796631,0.051316977
0.070600271,0.009385109,0.025781155,0.050466776
0.071305037,0.009067774,0.025916338,0.050450563
0.076588631,0.009424925,0.028054476,0.050521374
0.075958014,0.009393215,0.02446866,0.050590515
0.074656487,0.009384155,0.027023792,0.050689697
0.076505184,0.009433031,0.023600578,0.051031828
0.073997259,0.009417772,0.027191877,0.050617695
0.078059912,0.009005785,0.027442932,0.050886393
0.074413538,0.008657932,0.023944855,0.050701857
0.076586962,0.009385347,0.025151968,0.050967216
0.071005344,0.00833869,0.024279118,0.050755739
0.076827765,0.008727789,0.024335146,0.051045895
0.075000286,0.009115696,0.02405262,0.050583363
0.074798107,0.008327484,0.024018288,0.050793886
0.069927216,0.00863266,0.025611401,0.051143885
0.075654745,0.00907445,0.024114132,0.050634384
0.074701309,0.009067774,0.024867535,0.051017284
0.074951887,0.009373426,0.02282095,0.051165581
0.073929548,0.009381771,0.024443865,0.050848246
0.074688435,0.00940609,0.026939631,0.051510334
0.074392557,0.009411335,0.029204607,0.051379204
0.074222088,0.008681059,0.027078867,0.052139997
0.073988199,0.009010553,0.023738384,0.051060438
0.07601285,0.008718729,0.021859646,0.051124573
0.075036526,0.008650541,0.02778244,0.051769972
0.074108124,0.009059668,0.022377014,0.05307436
0.075529337,0.008663177,0.024516821,0.051429033
0.074958563,0.009413481,0.024419308,0.05142498
0.075452328,0.00828743,0.026075125,0.051512003
0.073078394,0.009362221,0.023397923,0.051239014
0.075146675,0.008674145,0.027340412,0.051536083
0.074897051,0.009203672,0.023845434,0.051266432
0.076671839,0.00908041,0.02398777,0.051412344
0.075378418,0.008651972,0.024647951,0.053419352
0.074599981,0.009426355,0.024445057,0.053528309
0.075507402,0.008656979,0.023841619,0.051440001
0.076535225,0.008694649,0.024648666,0.051687717
0.075048208,0.009444952,0.019917965,0.052635431
0.070982695,0.009378672,0.023711681,0.051716566
0.075631857,0.008681297,0.023741245,0.051605463
0.074404716,0.009378672,0.022777796,0.052748442
